Title,Author,Publication,Date,Year,URL,Bibcode,DOI,Instruments
Adaptive Optics Imaging of Quasi-stellar Objects with Double-peaked Narrow Lines: Are They Dual Active Galactic Nuclei?,Rosario D. | McGurk R. | Max C. | et. al.,ApJ 739 44,2011 09,2011,arXiv:1102.1733,2011ApJ...739...44R,10.1088/0004-637X/739/1/44,{'nirc': 18}
The Nuclear Gasdynamics and Star Formation of NGC 7469,Davies R. | Tacconi L. | Genzel R.,ApJ 602 148,2004 02,2004,arXiv:astro-ph/0310681,2004ApJ...602..148D,10.1086/380995,{'nirspec': 1}
Warm Dust in the Terrestrial Planet Zone of a Sun-like Pleiades Star: Collisions between Planetary Embryos?,Rhee J. | Song I. | Zuckerman B.,ApJ 675 777,2008 03,2008,arXiv:0711.2111,2008ApJ...675..777R,10.1086/524935,{'nirspec': 7}
Discovery and spectroscopy of the young jovian planet 51 Eri b with the Gemini Planet Imager,Macintosh B. | Graham J. | Barman T. | et. al.,Sci 350 64,2015 10,2015,arXiv:1508.03084,2015Sci...350...64M,10.1126/science.aac5891,"{'nirspec': 1, 'nirc': 13, 'esi': 4}"
Cold Neutral Gas in a z = 4.2 Damped Lyα System: Fuel for Star Formation,Howk J. | Wolfe A. | Prochaska J.,ApJL 622 L81,2005 04,2005,arXiv:astro-ph/0404005,2005ApJ...622L..81H,10.1086/429798,{}
A New Class of Changing-look LINERs,Frederick S. | Gezari S. | Graham M. | et. al.,ApJ 883 31,2019 09,2019,arXiv:1904.10973,2019ApJ...883...31F,10.3847/1538-4357/ab3a38,{'lris': 1}
Adaptive Optics Imaging and Spectroscopy of Cygnus A. I. Evidence for a Minor Merger,Canalizo G. | Max C. | Whysong D. | et. al.,ApJ 597 823,2003 11,2003,arXiv:astro-ph/0307376,2003ApJ...597..823C,10.1086/378513,{'nirc': 9}
Near-infrared adaptive optics imaging of the satellites and individual rings of Uranus,Gibbard S. | de Pater I. | Hammel H.,Icar 174 253,2005 03,2005,,2005Icar..174..253G,10.1016/j.icarus.2004.09.008,{'nirc': 1}
A multiwavelength study of the IRAS Deep Survey galaxy sample. III. Spectral classification and dynamical properties,Bettoni D. | Mazzei P. | Della Valle A.,A&A 538 A72,2012 02,2012,arXiv:1111.6728,2012A&A...538A..72B,10.1051/0004-6361/201117246,{'esi': 1}
The Chemical Composition and Age of the Metal-poor Halo Star BD +17°3248,Cowan J. | Sneden C. | Burles S. | et. al.,ApJ 572 861,2002 06,2002,arXiv:astro-ph/0202429,2002ApJ...572..861C,10.1086/340347,{}
The W. M. Keck Observatory Laser Guide Star Adaptive Optics System: Overview,Wizinowich P. | Le Mignant D. | Bouchez A. | et. al.,PASP 118 297,2006 02,2006,,2006PASP..118..297W,10.1086/499290,"{'nirspec': 5, 'nirc': 7, 'osiris': 4}"
The dynamic neptunian ring arcs: evidence for a gradual disappearance of Liberté and resonant jump of courage,de Pater I. | Gibbard S. | Chiang E. | et. al.,Icar 174 263,2005 03,2005,,2005Icar..174..263D,10.1016/j.icarus.2004.10.020,{'nirc': 2}
"Bright Opportunities for Atmospheric Characterization of Small Planets: Masses and Radii of K2-3 b, c, and d and GJ3470 b from Radial Velocity Measurements and Spitzer Transits",Kosiarek M. | Crossfield I. | Hardegree-Ullman K. | et. al.,AJ 157 97,2019 03,2019,arXiv:1812.08241,2019AJ....157...97K,10.3847/1538-3881/aaf79c,{}
Power spectrum of the flux in the Lyman-alpha forest from high-resolution spectra of 87 QSOs,Day A. | Tytler D. | Kambalur B.,MNRAS 489 2536,2019 10,2019,,2019MNRAS.489.2536D,10.1093/mnras/stz2214,{}
Multiwavelength Observations of the Candidate Disintegrating Sub-Mercury KIC 12557548b,Croll B. | Rappaport S. | DeVore J. | et. al.,ApJ 786 100,2014 05,2014,arXiv:1403.1879,2014ApJ...786..100C,10.1088/0004-637X/786/2/100,{'nirc': 7}
Evidence for Gas from a Disintegrating Extrasolar Asteroid,Xu S. | Jura M. | Dufour P.,ApJL 816 L22,2016 01,2016,arXiv:1511.05973,2016ApJ...816L..22X,10.3847/2041-8205/816/2/L22,{'esi': 9}
First Vertical Ion Density Profile in Jupiter's Auroral Atmosphere: Direct Observations Using the Keck II Telescope,Lystrup M. | Miller S. | Dello Russo N. | et. al.,ApJ 677 790,2008 04,2008,,2008ApJ...677..790L,10.1086/529509,{'nirspec': 6}
A spectral comparison of (379) Huenna and its satellite,DeMeo F. | Carry B. | Marchis F. | et. al.,Icar 212 677,2011 04,2011,arXiv:1102.1623,2011Icar..212..677D,10.1016/j.icarus.2011.02.002,"{'nirc': 2, 'osiris': 1}"
Keck/OSIRIS IFU Detection of a z ̃ 3 Damped Lyα Host Galaxy,Christenson H. | Jorgenson R.,ApJ 883 17,2019 09,2019,arXiv:1909.08523,2019ApJ...883...17C,10.3847/1538-4357/ab3464,"{'lris': 1, 'osiris': 10}"
Spin-Orbit Alignment for the Eccentric Exoplanet HD 147506b,Winn J. | Johnson J. | Peek K. | et. al.,ApJL 665 L167,2007 08,2007,arXiv:0707.0503,2007ApJ...665L.167W,10.1086/521362,{}
Massive Star Formation in a Gravitationally Lensed H II Galaxy at z = 3.357,Fosbury R. | Villar-Martín M. | Humphrey A. | et. al.,ApJ 596 797,2003 10,2003,arXiv:astro-ph/0307162,2003ApJ...596..797F,10.1086/378228,"{'nirspec': 5, 'lris': 10, 'esi': 11}"
Systematic Infrared 2.5-5 μm Spectroscopy of Nearby Ultraluminous Infrared Galaxies with AKARI,Imanishi M. | Nakagawa T. | Ohyama Y. | et. al.,PASJ 60 S489,2008 12,2008,arXiv:0808.0363,2008PASJ...60S.489I,10.1093/pasj/60.sp2.S489,{'nirspec': 8}
A new candidate for probing Population III nucleosynthesis with carbon-enhanced damped Lyα systems,Cooke R. | Pettini M. | Murphy M.,MNRAS 425 347,2012 09,2012,arXiv:1201.1004,2012MNRAS.425..347C,10.1111/j.1365-2966.2012.21470.x,{}
Star Formation Rates in Lyman Break Galaxies: Radio Stacking of LBGs in the COSMOS Field and the Sub-μJy Radio Source Population,Carilli C. | Lee N. | Capak P. | et. al.,ApJ 689 883,2008 12,2008,arXiv:0808.2391,2008ApJ...689..883C,10.1086/592319,{'deimos': 1}
The Spectra of T Dwarfs. I. Near-Infrared Data and Spectral Classification,Burgasser A. | Kirkpatrick J. | Brown M. | et. al.,ApJ 564 421,2002 01,2002,arXiv:astro-ph/0108452,2002ApJ...564..421B,10.1086/324033,"{'nirc': 36, 'osiris': 30}"
Lithium in Brown Dwarf Candidates: The Mass and Age of the Faintest Pleiades Stars,Basri G. | Marcy G. | Graham J.,ApJ 458 600,1996 02,1996,,1996ApJ...458..600B,10.1086/176842,{}
The Mass-Metallicity and Luminosity-Metallicity Relations from DEEP2 at z ~ 0.8,Zahid H. | Kewley L. | Bresolin F.,ApJ 730 137,2011 04,2011,arXiv:1006.4877,2011ApJ...730..137Z,10.1088/0004-637X/730/2/137,{'deimos': 3}
The WISE AGN Catalog,Assef R. | Stern D. | Noirot G. | et. al.,ApJS 234 23,2018 02,2018,arXiv:1706.09901,2018ApJS..234...23A,10.3847/1538-4365/aaa00a,{'lris': 1}
Spectroscopic Confirmation of an Ultra Massive and Compact Galaxy at z = 3.35: a Detailed Look at an Early Progenitor of Local Giant Ellipticals,Marsan Z. | Marchesini D. | Brammer G. | et. al.,ApJ 801 133,2015 03,2015,arXiv:1406.0002,2015ApJ...801..133M,10.1088/0004-637X/801/2/133,"{'nirspec': 10, 'osiris': 10}"
KELT-11b: A Highly Inflated Sub-Saturn Exoplanet Transiting the V = 8 Subgiant HD 93396,Pepper J. | Rodriguez J. | Collins K. | et. al.,AJ 153 215,2017 05,2017,arXiv:1607.01755,2017AJ....153..215P,10.3847/1538-3881/aa6572,{}
Main belt binary asteroidal systems with eccentric mutual orbits,Marchis F. | Descamps P. | Berthier J. | et. al.,Icar 195 295,2008 05,2008,arXiv:0804.1385,2008Icar..195..295M,10.1016/j.icarus.2007.12.010,{'nirc': 2}
Phase-Resolved Infrared H- and K-Band Spectroscopy of EF Eridani,Harrison T. | Howell S. | Szkody P. | et. al.,ApJ 614 947,2004 10,2004,arXiv:astro-ph/0409735,2004ApJ...614..947H,10.1086/423783,{'nirspec': 16}
Early type stars at high galactic latitudes. II. Four evolved B-type stars of unusual chemical composition,Ramspeck M. | Heber U. | Edelmann H.,A&A 379 235,2001 11,2001,arXiv:astro-ph/0109475,2001A&A...379..235R,10.1051/0004-6361:20011334,{}
"Three Wide-Separation L Dwarf Companions from the Two Micron All Sky Survey: Gliese 337C, Gliese 618.1B, and HD 89744B",Wilson J. | Kirkpatrick J. | Gizis J. | et. al.,AJ 122 1989,2001 10,2001,arXiv:astro-ph/0108424,2001AJ....122.1989W,10.1086/323134,{'lris': 1}
Tests of the Accelerating Universe with Near-Infrared Observations of a High-Redshift Type IA Supernova,Riess A. | Filippenko A. | Liu M. | et. al.,ApJ 536 62,2000 06,2000,arXiv:astro-ph/0001384,2000ApJ...536...62R,10.1086/308939,{'nirc': 3}
Empirical constraints of supergalactic winds at z≳ 0.5,Gauthier J. | Chen H.,MNRAS 424 1952,2012 08,2012,arXiv:1205.4037,2012MNRAS.424.1952G,10.1111/j.1365-2966.2012.21327.x,{}
The Faint End of the Quasar Luminosity Function at z ~ 4,Glikman E. | Bogosavljević M. | Djorgovski S. | et. al.,ApJ 710 1498,2010 02,2010,arXiv:0912.2799,2010ApJ...710.1498G,10.1088/0004-637X/710/2/1498,"{'nirspec': 1, 'lris': 4}"
The Ongoing Assembly of a Central Cluster Galaxy: Phase-space Substructures in the Halo of M87,Romanowsky A. | Strader J. | Brodie J. | et. al.,ApJ 748 29,2012 03,2012,arXiv:1112.3959,2012ApJ...748...29R,10.1088/0004-637X/748/1/29,"{'deimos': 5, 'lris': 1}"
Possible evidence for a variable fine-structure constant from QSO absorption lines: systematic errors,Murphy M. | Webb J. | Flambaum V. | et. al.,MNRAS 327 1223,2001 11,2001,arXiv:astro-ph/0012420,2001MNRAS.327.1223M,10.1046/j.1365-8711.2001.04841.x,{}
First Views of a Nearby LIRG: Star Formation and Molecular Gas in IRAS 04296+2923,Meier D. | Turner J. | Beck S. | et. al.,AJ 140 1294,2010 11,2010,arXiv:1008.5174,2010AJ....140.1294M,10.1088/0004-6256/140/5/1294,{}
KELT-23Ab: A Hot Jupiter Transiting a Near-solar Twin Close to the TESS and JWST Continuous Viewing Zones,Johns D. | Reed P. | Rodriguez J. | et. al.,AJ 158 78,2019 08,2019,arXiv:1903.00031,2019AJ....158...78J,10.3847/1538-3881/ab24c7,{'nirc': 2}
"The Peculiar Chemical Inventory of NGC 2419: An Extreme Outer Halo ""Globular Cluster""",Cohen J. | Huang W. | Kirby E.,ApJ 740 60,2011 10,2011,arXiv:1107.2445,2011ApJ...740...60C,10.1088/0004-637X/740/2/60,{'deimos': 15}
Probing feedback in protogalaxies: multiphase gas in a DLA at z ~ 2.4,Lehner N. | Howk J. | Prochaska J.,MNRAS 390 2,2008 10,2008,arXiv:0807.0930,2008MNRAS.390....2L,10.1111/j.1365-2966.2008.13692.x,{}
3.8 μm Imaging of 400-600 K Brown Dwarfs and Orbital Constraints for WISEP J045853.90+643452.6AB,Leggett S. | Dupuy T. | Morley C. | et. al.,ApJ 882 117,2019 09,2019,arXiv:1907.07798,2019ApJ...882..117L,10.3847/1538-4357/ab3393,{'nirc': 5}
Prevalence of Earth-size planets orbiting Sun-like stars,Petigura E. | Howard A. | Marcy G.,PNAS 110 19273,2013 11,2013,arXiv:1311.6806,2013PNAS..11019273P,10.1073/pnas.1319909110,{}
A Galactic Wind at z=5.190,Dawson S. | Spinrad H. | Stern D. | et. al.,ApJ 570 92,2002 05,2002,arXiv:astro-ph/0201194,2002ApJ...570...92D,10.1086/339579,{'esi': 1}
Planet Hunters. V. A Confirmed Jupiter-size Planet in the Habitable Zone and 42 Planet Candidates from the Kepler Archive Data,Wang J. | Fischer D. | Barclay T. | et. al.,ApJ 776 10,2013 10,2013,arXiv:1301.0644,2013ApJ...776...10W,10.1088/0004-637X/776/1/10,{'nirc': 4}
High-resolution imaging of the anomalous flux ratio gravitational lens system CLASS B2045+265: dark or luminous satellites?,McKean J. | Koopmans L. | Flack C. | et. al.,MNRAS 378 109,2007 06,2007,arXiv:astro-ph/0611215,2007MNRAS.378..109M,10.1111/j.1365-2966.2007.11744.x,{'nirc': 5}
Detection of Lyman-α-emitting galaxies at redshift 4.55,Hu E. | McMahon R.,Natur 382 231,1996 07,1996,arXiv:astro-ph/9606135,1996Natur.382..231H,10.1038/382231a0,{'lris': 5}
Hidden Double-peaked Emitters in Seyfert 2 Galaxies,Tran H.,ApJ 711 1174,2010 03,2010,arXiv:1001.5318,2010ApJ...711.1174T,10.1088/0004-637X/711/2/1174,{'lris': 2}
The MOSDEF Survey: The Nature of Mid-infrared Excess Galaxies and a Comparison of IR and UV Star Formation Tracers at z ̃ 2,Azadi M. | Coil A. | Aird J. | et. al.,ApJ 866 63,2018 10,2018,arXiv:1806.08989,2018ApJ...866...63A,10.3847/1538-4357/aad3c8,{'mosfire': 4}
Separating Baryons and Dark Matter in Cluster Cores: A Full Two-dimensional Lensing and Dynamic Analysis of Abell 383 and MS 2137-23,Sand D. | Treu T. | Ellis R. | et. al.,ApJ 674 711,2008 02,2008,arXiv:0710.1069,2008ApJ...674..711S,10.1086/524652,{'esi': 1}
Spectroscopy of Globular Clusters in M81,Schroder L. | Brodie J. | Kissler-Patig M. | et. al.,AJ 123 2473,2002 05,2002,arXiv:astro-ph/0111063,2002AJ....123.2473S,10.1086/322994,{'lris': 10}
"The Young, Massive, Star Cluster Sandage-96 After the Explosion of Supernova 2004dj in NGC 2403",Vinkó J. | Sárneczky K. | Balog Z. | et. al.,ApJ 695 619,2009 04,2009,arXiv:0812.1589,2009ApJ...695..619V,10.1088/0004-637X/695/1/619,{'deimos': 1}
Hot Organic Molecules toward a Young Low-Mass Star: A Look at Inner Disk Chemistry,Lahuis F. | van Dishoeck E. | Boogert A. | et. al.,ApJL 636 L145,2006 01,2006,arXiv:astro-ph/0511786,2006ApJ...636L.145L,10.1086/500084,{'nirspec': 1}
The X-Ray Properties of Moderate-Redshift Galaxy Groups Selected by Association with Gravitational Lenses,Fassnacht C. | Kocevski D. | Auger M. | et. al.,ApJ 681 1017,2008 07,2008,arXiv:0711.2066,2008ApJ...681.1017F,10.1086/588087,{'lris': 2}
"A sensitive search for organics (CH<SUB>4</SUB>, CH<SUB>3</SUB>OH, H<SUB>2</SUB>CO, C<SUB>2</SUB>H<SUB>6</SUB>, C<SUB>2</SUB>H<SUB>2</SUB>, C<SUB>2</SUB>H<SUB>4</SUB>), hydroperoxyl (HO<SUB>2</SUB>), nitrogen compounds (N<SUB>2</SUB>O, NH<SUB>3</SUB>, HCN) and chlorine species (HCl, CH<SUB>3</SUB>Cl) on Mars using ground-based high-resolution infrared spectroscopy",Villanueva G. | Mumma M. | Novak R. | et. al.,Icar 223 11,2013 03,2013,,2013Icar..223...11V,10.1016/j.icarus.2012.11.013,{'nirspec': 5}
MC<SUP>2</SUP>: Galaxy Imaging and Redshift Analysis of the Merging Cluster CIZA J2242.8+5301,Dawson W. | Jee M. | Stroe A. | et. al.,ApJ 805 143,2015 06,2015,arXiv:1410.2893,2015ApJ...805..143D,10.1088/0004-637X/805/2/143,{'deimos': 30}
Three New Cool Brown Dwarfs Discovered with the Wide-field Infrared Survey Explorer (WISE) and an Improved Spectrum of the Y0 Dwarf WISE J041022.71+150248.4,Cushing M. | Kirkpatrick J. | Gelino C. | et. al.,AJ 147 113,2014 05,2014,arXiv:1402.1378,2014AJ....147..113C,10.1088/0004-6256/147/5/113,{'nirc': 3}
Three high-redshift millimeter sources and their radio and near-infrared identifications,Bertoldi F. | Carilli C. | Menten K. | et. al.,A&A 360 92,2000 08,2000,arXiv:astro-ph/0006094,2000A&A...360...92B,,{'nirc': 1}
Water vapour and hydrogen in the terrestrial-planet-forming region of a protoplanetary disk,Eisner J.,Natur 447 562,2007 05,2007,arXiv:0706.1239,2007Natur.447..562E,10.1038/nature05867,{}
"Is the Broad-Line Region Clumped or Smooth? Constraints from the Hα Profile in NGC 4395, the Least Luminous Seyfert 1 Galaxy",Laor A. | Barth A. | Ho L.,ApJ 636 83,2006 01,2006,arXiv:astro-ph/0509200,2006ApJ...636...83L,10.1086/497908,{'esi': 13}
A Local Baseline of the Black Hole Mass Scaling Relations for Active Galaxies. I. Methodology and Results of Pilot Study,Bennert V. | Auger M. | Treu T. | et. al.,ApJ 726 59,2011 01,2011,arXiv:1008.4602,2011ApJ...726...59B,10.1088/0004-637X/726/2/59,{'lris': 5}
Large-scale Structure around a z=2.1 Cluster,Hung C. | Casey C. | Chiang Y. | et. al.,ApJ 826 130,2016 08,2016,arXiv:1605.07176,2016ApJ...826..130H,10.3847/0004-637X/826/2/130,"{'deimos': 1, 'lris': 1, 'mosfire': 2}"
Constraining the multiplicity statistics of the coolest brown dwarfs: binary fraction continues to decrease with spectral type,Fontanive C. | Biller B. | Bonavita M.,MNRAS 479 2702,2018 09,2018,arXiv:1806.08737,2018MNRAS.479.2702F,10.1093/mnras/sty1682,{'nirc': 7}
Constraints on the Equation of State of Dark Energy and the Hubble Constant from Stellar Ages and the Cosmic Microwave Background,Jimenez R. | Verde L. | Treu T.,ApJ 593 622,2003 08,2003,arXiv:astro-ph/0302560,2003ApJ...593..622J,10.1086/376595,{'lris': 1}
HAT-P-39b-HAT-P-41b: Three Highly Inflated Transiting Hot Jupiters,Hartman J. | Bakos G. | Béky B. | et. al.,AJ 144 139,2012 11,2012,arXiv:1207.3344,2012AJ....144..139H,10.1088/0004-6256/144/5/139,{}
The Chemical Inhomogeneity of Faint M13 Stars: Carbon and Nitrogen Abundances,Briley M. | Cohen J. | Stetson P.,AJ 127 1579,2004 03,2004,arXiv:astro-ph/0312315,2004AJ....127.1579B,10.1086/382100,{'lris': 8}
Ionized Gas Motions and the Structure of Feedback near a Forming Globular Cluster in NGC 5253,Cohen D. | Turner J. | Consiglio S. | et. al.,ApJ 860 47,2018 06,2018,arXiv:1805.00950,2018ApJ...860...47C,10.3847/1538-4357/aac170,{'nirspec': 6}
A galaxy lacking dark matter,van Dokkum P. | Danieli S. | Cohen Y. | et. al.,Natur 555 629,2018 03,2018,arXiv:1803.10237,2018Natur.555..629V,10.1038/nature25767,"{'deimos': 9, 'lris': 8}"
A Photometric and Spectroscopic Search for White Dwarfs in the Open Clusters NGC 6633 and NGC 7063,Williams K. | Bolte M.,AJ 133 1490,2007 04,2007,arXiv:astro-ph/0611929,2007AJ....133.1490W,10.1086/511675,{'lris': 2}
Io’s Volcanic Activity from Time Domain Adaptive Optics Observations: 2013-2018,de Kleer K. | de Pater I. | Molter E. | et. al.,AJ 158 29,2019 07,2019,arXiv:1906.05426,2019AJ....158...29D,10.3847/1538-3881/ab2380,{'nirc': 1}
Serendipitously Detected Galaxies in the Hubble Deep Field,Dawson S. | Stern D. | Bunker A. | et. al.,AJ 122 598,2001 08,2001,arXiv:astro-ph/0105043,2001AJ....122..598D,10.1086/321160,"{'nirspec': 1, 'lris': 3, 'esi': 2}"
An intensity map of hydrogen 21-cm emission at redshift z~0.8,Chang T. | Pen U. | Bandura K.,Natur 466 463,2010 07,2010,,2010Natur.466..463C,10.1038/nature09187,{'deimos': 1}
A Long-Period Jupiter-Mass Planet Orbiting the Nearby M Dwarf GJ 849,Butler R. | Johnson J. | Marcy G. | et. al.,PASP 118 1685,2006 12,2006,arXiv:astro-ph/0610179,2006PASP..118.1685B,10.1086/510500,{}
S and VV Corona Australis: Spectroscopic Variability in Two Young Binary Star Systems,Sullivan K. | Prato L. | Edwards S. | et. al.,ApJ 884 28,2019 10,2019,arXiv:1908.06135,2019ApJ...884...28S,10.3847/1538-4357/ab3c52,"{'nirspec': 9, 'nirc': 2}"
The SWELLS survey - IV. Precision measurements of the stellar and dark matter distributions in a spiral lens galaxy,Barnabè M. | Dutton A. | Marshall P. | et. al.,MNRAS 423 1073,2012 06,2012,arXiv:1201.1692,2012MNRAS.423.1073B,10.1111/j.1365-2966.2012.20934.x,{'deimos': 2}
The Lick AGN Monitoring Project: The M <SUB>BH</SUB>-σ<SUB>*</SUB> Relation for Reverberation-mapped Active Galaxies,Woo J. | Treu T. | Barth A. | et. al.,ApJ 716 269,2010 06,2010,arXiv:1004.0252,2010ApJ...716..269W,10.1088/0004-637X/716/1/269,"{'esi': 7, 'osiris': 11}"
Spatially extended absorption around the z = 2.63 radio galaxy MRC 2025-218: outflow or infall?,Humphrey A. | Villar-Martín M. | Sánchez S. | et. al.,MNRAS 390 1505,2008 11,2008,arXiv:0809.1267,2008MNRAS.390.1505H,10.1111/j.1365-2966.2008.13826.x,{'lris': 9}
Keck Interferometer Observations of FU Orionis Objects,Millan-Gabet R. | Monnier J. | Akeson R. | et. al.,ApJ 641 547,2006 04,2006,arXiv:astro-ph/0512230,2006ApJ...641..547M,10.1086/500313,{}
WISE Discovery of Low-metallicity Blue Compact Dwarf Galaxies,Griffith R. | Tsai C. | Stern D. | et. al.,ApJL 736 L22,2011 07,2011,arXiv:1106.4844,2011ApJ...736L..22G,10.1088/2041-8205/736/1/L22,{'lris': 2}
"Uranus in 2003: Zonal winds, banded structure, and discrete features",Hammel H. | de Pater I. | Gibbard S. | et. al.,Icar 175 534,2005 06,2005,,2005Icar..175..534H,10.1016/j.icarus.2004.11.012,{'nirc': 2}
Physical Properties of Main-belt Comet 176P/LINEAR,Hsieh H. | Ishiguro M. | Lacerda P.,AJ 142 29,2011 07,2011,arXiv:1105.0944,2011AJ....142...29H,10.1088/0004-6256/142/1/29,{}
K-band Spectroscopy of (Pre-)Cataclysmic Variables: Are Some Donor Stars Really Carbon Poor?,Howell S. | Harrison T. | Szkody P.,AJ 139 1771,2010 05,2010,arXiv:1002.3428,2010AJ....139.1771H,10.1088/0004-6256/139/5/1771,{'nirspec': 3}
Galactic and Circumgalactic O VI and its Impact on the Cosmological Metal and Baryon Budgets at 2 &lt; z &lt;~ 3.5,Lehner N. | O'Meara J. | Fox A. | et. al.,ApJ 788 119,2014 06,2014,arXiv:1401.1811,2014ApJ...788..119L,10.1088/0004-637X/788/2/119,{}
The Evolution of the Faint End of the UV Luminosity Function during the Peak Epoch of Star Formation (1 &lt; z &lt; 3),Alavi A. | Siana B. | Richard J. | et. al.,ApJ 832 56,2016 11,2016,arXiv:1606.00469,2016ApJ...832...56A,10.3847/0004-637X/832/1/56,"{'lris': 1, 'mosfire': 3}"
Fluorescence Excitation Models of Ammonia and Amidogen Radical (NH<SUB>2</SUB>) in Comets: Application to Comet C/2004 Q2 (Machholz),Kawakita H. | Mumma M.,ApJ 727 91,2011 02,2011,,2011ApJ...727...91K,10.1088/0004-637X/727/2/91,{'nirspec': 1}
A Four-planet System Orbiting The K0V Star HD 141399,Vogt S. | Butler R. | Rivera E. | et. al.,ApJ 787 97,2014 06,2014,arXiv:1404.7462,2014ApJ...787...97V,10.1088/0004-637X/787/2/97,{}
The afterglow and elliptical host galaxy of the short γ-ray burst GRB 050724,Berger E. | Price P. | Cenko S. | et. al.,Natur 438 988,2005 12,2005,arXiv:astro-ph/0508115,2005Natur.438..988B,10.1038/nature04238,{}
Near-Infrared Interferometric Images of the Hot Inner Disk surrounding the Massive Young Star MWC 349A,Danchi W. | Tuthill P. | Monnier J.,ApJ 562 440,2001 11,2001,,2001ApJ...562..440D,10.1086/323530,{}
Infrared radial velocities of vB 10,Zapatero Osorio M. | Martín E. | del Burgo C. | et. al.,A&A 505 L5,2009 10,2009,arXiv:0908.3751,2009A&A...505L...5Z,10.1051/0004-6361/200912869,{'nirspec': 21}
A Keck LGS AO Search for Brown Dwarf and Planetary Mass Companions to Upper Scorpius Brown Dwarfs,Biller B. | Allers K. | Liu M. | et. al.,ApJ 730 39,2011 03,2011,arXiv:1101.4934,2011ApJ...730...39B,10.1088/0004-637X/730/1/39,{'nirc': 7}
Detailed Abundances of Two Very Metal-poor Stars in Dwarf Galaxies,Kirby E. | Cohen J.,AJ 144 168,2012 12,2012,arXiv:1209.3778,2012AJ....144..168K,10.1088/0004-6256/144/6/168,{'deimos': 18}
A Substellar Common Proper-motion Companion to the Pleiad H II 1348,Geißler K. | Metchev S. | Pham A. | et. al.,ApJ 746 44,2012 02,2012,arXiv:1112.3191,2012ApJ...746...44G,10.1088/0004-637X/746/1/44,{'osiris': 16}
A Spitzer Survey of Mid-infrared Molecular Emission from Protoplanetary Disks. II. Correlations and Local Thermal Equilibrium Models,Salyk C. | Pontoppidan K. | Blake G. | et. al.,ApJ 731 130,2011 04,2011,arXiv:1104.0948,2011ApJ...731..130S,10.1088/0004-637X/731/2/130,{'nirspec': 7}
[α/Fe] Abundances of Four Outer M31 Halo Stars,Vargas L. | Gilbert K. | Geha M. | et. al.,ApJL 797 L2,2014 12,2014,arXiv:1410.3475,2014ApJ...797L...2V,10.1088/2041-8205/797/1/L2,{'deimos': 3}
Physical and dynamical properties of the main belt triple Asteroid (87) Sylvia,Berthier J. | Vachier F. | Marchis F. | et. al.,Icar 239 118,2014 09,2014,arXiv:1407.1292,2014Icar..239..118B,10.1016/j.icarus.2014.05.046,{'nirc': 2}
The Chemical Composition of an Extrasolar Minor Planet,Zuckerman B. | Koester D. | Melis C. | et. al.,ApJ 671 872,2007 12,2007,arXiv:0708.0198,2007ApJ...671..872Z,10.1086/522223,"{'nirspec': 2, 'lris': 3}"
A Correlation between Lyα Spectral Line Profile and Rest-frame UV Morphology,U V. | Hemmati S. | Darvish B. | et. al.,ApJ 815 57,2015 12,2015,arXiv:1510.08446,2015ApJ...815...57U,10.1088/0004-637X/815/1/57,{'deimos': 6}
Stellar and Molecular Radii of a Mira Star: First Observations with the Keck Interferometer Grism,Eisner J. | Graham J. | Akeson R. | et. al.,ApJL 654 L77,2007 01,2007,arXiv:astro-ph/0611312,2007ApJ...654L..77E,10.1086/510717,{}
The Five Planets in the Kepler-296 Binary System All Orbit the Primary: A Statistical and Analytical Analysis,Barclay T. | Quintana E. | Adams F. | et. al.,ApJ 809 7,2015 08,2015,arXiv:1505.01845,2015ApJ...809....7B,10.1088/0004-637X/809/1/7,{'nirc': 3}
"Photometric Variability in a Warm, Strongly Magnetic DQ White Dwarf, SDSS J103655.39+652252.2",Williams K. | Winget D. | Montgomery M. | et. al.,ApJ 769 123,2013 06,2013,arXiv:1304.3165,2013ApJ...769..123W,10.1088/0004-637X/769/2/123,{'lris': 1}
The Hidden Mass and Large Spatial Extent of a Post-Starburst Galaxy Outflow,Tripp T. | Meiring J. | Prochaska J. | et. al.,Sci 334 952,2011 11,2011,arXiv:1111.3982,2011Sci...334..952T,10.1126/science.1209850,{}
Stellar Abundances and Winds of A-Type Supergiant Stars in M33: First Results from the Keck HIRES Spectrograph,McCarthy J. | Lennon D. | Venn K. | et. al.,ApJL 455 L135,1995 12,1995,,1995ApJ...455L.135M,10.1086/309832,{}
New Hubble Space Telescope Observations of Heavy Elements in Four Metal-Poor Stars,Roederer I. | Lawler J. | Sobeck J. | et. al.,ApJS 203 27,2012 12,2012,arXiv:1210.6387,2012ApJS..203...27R,10.1088/0067-0049/203/2/27,{}
Discovery of an Edge-On Disk in the MBM 12 Young Association,Jayawardhana R. | Luhman K. | D'Alessio P.,ApJL 571 L51,2002 05,2002,arXiv:astro-ph/0204272,2002ApJ...571L..51J,10.1086/341202,{'lris': 3}
Discovery of Two L and T Binaries with Wide Separations and Peculiar Photometric Properties,Artigau É. | Lafrenière D. | Doyon R. | et. al.,ApJ 739 48,2011 09,2011,arXiv:1107.0768,2011ApJ...739...48A,10.1088/0004-637X/739/1/48,{'nirc': 7}
