Title,Author,Publication,Date,Year,URL,Bibcode,DOI,Instruments
Fluctuations of the intergalactic ionization field at redshift z ~ 2,Agafonova I. | Levshakov S. | Reimers D. | et. al.,A&A 552 A83,2013 04,2013,arXiv:1303.1000,2013A&A...552A..83A,10.1051/0004-6361/201220818,{}
Optical and Near-infrared Observations of SN 2013dx Associated with GRB 130702A,Toy V. | Cenko S. | Silverman J. | et. al.,ApJ 818 79,2016 02,2016,arXiv:1508.00575,2016ApJ...818...79T,10.3847/0004-637X/818/1/79,"{'deimos': 2, 'lris': 10, 'mosfire': 3}"
The MOSDEF Survey: The Prevalence and Properties of Galaxy-wide AGN-driven Outflows at z ̃ 2,Leung G. | Coil A. | Azadi M. | et. al.,ApJ 849 48,2017 11,2017,arXiv:1703.10255,2017ApJ...849...48L,10.3847/1538-4357/aa9024,"{'mosfire': 7, 'osiris': 1}"
"The Radial Velocity Tatooine Search for Circumbinary Planets: Planet Detection Limits for a Sample of Double-Lined Binary Stars—Initial Results from Keck I/Hires, Shane/CAT/Hamspec, and TNG/Sarg Observations",Konacki M. | Muterspaugh M. | Kulkarni S.,ApJ 704 513,2009 10,2009,arXiv:0908.3775,2009ApJ...704..513K,10.1088/0004-637X/704/1/513,{}
The First Neptune Analog or Super-Earth with a Neptune-like Orbit: MOA-2013-BLG-605Lb,Sumi T. | Udalski A. | Bennett D. | et. al.,ApJ 825 112,2016 07,2016,arXiv:1512.00134,2016ApJ...825..112S,10.3847/0004-637X/825/2/112,{'nirc': 1}
GRB 070610: A Curious Galactic Transient,Kasliwal M. | Cenko S. | Kulkarni S. | et. al.,ApJ 678 1127,2008 05,2008,arXiv:0708.0226,2008ApJ...678.1127K,10.1086/526407,"{'nirc': 3, 'lris': 5}"
Substructure in the Circumstellar Disk Around the Young Star AU Microscopii,Liu M.,Sci 305 1442,2004 09,2004,arXiv:astro-ph/0408164,2004Sci...305.1442L,10.1126/science.1102929,{'nirc': 3}
Kelu-1 Is a Binary L Dwarf: First Brown Dwarf Science from Laser Guide Star Adaptive Optics,Liu M. | Leggett S.,ApJ 634 616,2005 11,2005,arXiv:astro-ph/0508082,2005ApJ...634..616L,10.1086/496915,{'nirc': 4}
Constraining the Exozodiacal Luminosity Function of Main-sequence Stars: Complete Results from the Keck Nuller Mid-infrared Surveys,Mennesson B. | Millan-Gabet R. | Serabyn E. | et. al.,ApJ 797 119,2014 12,2014,,2014ApJ...797..119M,10.1088/0004-637X/797/2/119,{}
Serendipitous Discovery of a Cluster of Galaxies with a Peculiar Central Galaxy,Williams K.,AJ 122 55,2001 07,2001,arXiv:astro-ph/0104159,2001AJ....122...55W,10.1086/321134,{'lris': 2}
Discovery of the Transiting Planet Kepler-5b,Koch D. | Borucki W. | Rowe J. | et. al.,ApJL 713 L131,2010 04,2010,arXiv:1001.0913,2010ApJ...713L.131K,10.1088/2041-8205/713/2/L131,{}
GRB 000418: A Hidden Jet Revealed,Berger E. | Diercks A. | Frail D. | et. al.,ApJ 556 556,2001 08,2001,arXiv:astro-ph/0102278,2001ApJ...556..556B,10.1086/321612,"{'lris': 1, 'esi': 2}"
The 55 Cancri planetary system: fully self-consistent N-body constraints and a dynamical analysis,Nelson B. | Ford E. | Wright J. | et. al.,MNRAS 441 442,2014 06,2014,arXiv:1402.6343,2014MNRAS.441..442N,10.1093/mnras/stu450,{}
The Kinematics of Morphologically Selected z~2 Galaxies in the GOODS-North Field,Erb D. | Steidel C. | Shapley A. | et. al.,ApJ 612 122,2004 09,2004,arXiv:astro-ph/0404235,2004ApJ...612..122E,10.1086/422464,{'nirspec': 3}
The Lyman-alpha forest and heavy-element systems of GB1759+7539,Outram P. | Chaffee F. | Carswell R.,MNRAS 310 289,1999 12,1999,arXiv:astro-ph/9907042,1999MNRAS.310..289O,10.1046/j.1365-8711.1999.02870.x,{}
A Compact Group of Galaxies at z = 2.48 Hosting an AGN-driven Outflow,Shih H. | Stockton A.,ApJ 815 50,2015 12,2015,arXiv:1512.03509,2015ApJ...815...50S,10.1088/0004-637X/815/1/50,"{'nirc': 5, 'lris': 11, 'mosfire': 7}"
The Redshift of an Extremely Red Object and the Nature of the Very Red Galaxy Population,Graham J. | Dey A.,ApJ 471 720,1996 11,1996,arXiv:astro-ph/9605203,1996ApJ...471..720G,10.1086/178000,{}
The Kinematics of the Outer Halo of M87,Cohen J.,AJ 119 162,2000 01,2000,arXiv:astro-ph/9909471,2000AJ....119..162C,10.1086/301184,{'lris': 3}
"The DEEP2 Galaxy Redshift Survey: Discovery of Luminous, Metal-poor Star-forming Galaxies at Redshifts z ~ 0.7",Hoyos C. | Koo D. | Phillips A. | et. al.,ApJL 635 L21,2005 12,2005,arXiv:astro-ph/0510843,2005ApJ...635L..21H,10.1086/499232,{'deimos': 2}
The Prototype Colliding-Wind Pinwheel WR 104,Tuthill P. | Monnier J. | Lawrance N. | et. al.,ApJ 675 698,2008 03,2008,arXiv:0712.2111,2008ApJ...675..698T,10.1086/527286,{}
Hα Spectroscopy of Galaxies at z &gt; 2: Kinematics and Star Formation,Erb D. | Shapley A. | Steidel C. | et. al.,ApJ 591 101,2003 07,2003,arXiv:astro-ph/0303392,2003ApJ...591..101E,10.1086/375316,"{'nirspec': 16, 'lris': 2}"
The ERO Host Galaxy of GRB 020127: Implications for the Metallicity of GRB Progenitors,Berger E. | Fox D. | Kulkarni S. | et. al.,ApJ 660 504,2007 05,2007,arXiv:astro-ph/0609170,2007ApJ...660..504B,10.1086/513007,"{'nirc': 1, 'lris': 1, 'esi': 3}"
A Spectroscopic Search for AGN Activity in the Reionization Era,Laporte N. | Nakajima K. | Ellis R. | et. al.,ApJ 851 40,2017 12,2017,arXiv:1708.05173,2017ApJ...851...40L,10.3847/1538-4357/aa96a8,"{'nirspec': 1, 'mosfire': 8}"
Absence of a Metallicity Effect for Ultra-short-period Planets,Winn J. | Sanchis-Ojeda R. | Rogers L. | et. al.,AJ 154 60,2017 08,2017,arXiv:1704.00203,2017AJ....154...60W,10.3847/1538-3881/aa7b7c,{}
ZFIRE: The Kinematics of Star-forming Galaxies as a Function of Environment at z ̃ 2,Alcorn L. | Tran K. | Kacprzak G. | et. al.,ApJL 825 L2,2016 07,2016,arXiv:1606.00528,2016ApJ...825L...2A,10.3847/2041-8205/825/1/L2,{'mosfire': 6}
The (Double) White Dwarf Binary SDSS 1257+5428,Kulkarni S. | van Kerkwijk M.,ApJ 719 1123,2010 08,2010,arXiv:1003.2169,2010ApJ...719.1123K,10.1088/0004-637X/719/2/1123,{'lris': 2}
Stripped gas as fuel for newly formed H ii regions in the encounter between VCC 1249 and M 49: a unified picture from NGVS and GUViCS,Arrigoni Battaia F. | Gavazzi G. | Fumagalli M. | et. al.,A&A 543 A112,2012 07,2012,arXiv:1205.3095,2012A&A...543A.112A,10.1051/0004-6361/201218895,{'lris': 1}
Ultraviolet emission lines in young low-mass galaxies at z ≃ 2: physical properties and implications for studies at z &gt; 7,Stark D. | Richard J. | Siana B. | et. al.,MNRAS 445 3200,2014 12,2014,arXiv:1408.1420,2014MNRAS.445.3200S,10.1093/mnras/stu1618,{'lris': 5}
Evolution of infrared luminosity functions of galaxies in the AKARI NEP-deep field. Revealing the cosmic star formation history hidden by dust,Goto T. | Takagi T. | Matsuhara H. | et. al.,A&A 514 A6,2010 05,2010,arXiv:1001.0013,2010A&A...514A...6G,10.1051/0004-6361/200913182,{'deimos': 4}
The Unexpectedly Bright Comet C/2012 F6 (Lemmon) Unveiled at Near-infrared Wavelengths,Paganini L. | DiSanti M. | Mumma M. | et. al.,AJ 147 15,2014 01,2014,,2014AJ....147...15P,10.1088/0004-6256/147/1/15,{'nirspec': 20}
A large cloud outburst at Titan's south pole,Schaller E. | Brown M. | Roe H.,Icar 182 224,2006 05,2006,,2006Icar..182..224S,10.1016/j.icarus.2005.12.021,{'nirc': 1}
The Kinematics of Multiple-peaked Lyα Emission in Star-forming Galaxies at z ~ 2-3,Kulas K. | Shapley A. | Kollmeier J. | et. al.,ApJ 745 33,2012 01,2012,arXiv:1107.4367,2012ApJ...745...33K,10.1088/0004-637X/745/1/33,"{'nirspec': 31, 'lris': 28}"
A Spectroscopic Study of the Extreme Black Widow PSR J1311-3430,Romani R. | Filippenko A. | Cenko S.,ApJ 804 115,2015 05,2015,arXiv:1503.05247,2015ApJ...804..115R,10.1088/0004-637X/804/2/115,"{'deimos': 5, 'lris': 18}"
iPTF Survey for Cool Transients,Adams S. | Blagorodnova N. | Kasliwal M. | et. al.,PASP 130 034202,2018 03,2018,arXiv:1711.10501,2018PASP..130c4202A,10.1088/1538-3873/aaa356,"{'nirc': 2, 'deimos': 1, 'lris': 2}"
MACS: A Quest for the Most Massive Galaxy Clusters in the Universe,Ebeling H. | Edge A. | Henry J.,ApJ 553 668,2001 06,2001,arXiv:astro-ph/0009101,2001ApJ...553..668E,10.1086/320958,{}
Echelle Long-Slit Optical Spectroscopy of Evolved Stars,Sánchez Contreras C. | Sahai R. | Gil de Paz A.,ApJS 179 166,2008 11,2008,arXiv:0806.4474,2008ApJS..179..166S,10.1086/591273,{'esi': 44}
Probing the 2D kinematic structure of early-type galaxies out to three effective radii,Proctor R. | Forbes D. | Romanowsky A. | et. al.,MNRAS 398 91,2009 09,2009,arXiv:0905.4424,2009MNRAS.398...91P,10.1111/j.1365-2966.2009.15137.x,{'deimos': 5}
Main-Belt Comet P/2008 R1 (Garradd),Jewitt D. | Yang B. | Haghighipour N.,AJ 137 4313,2009 05,2009,arXiv:0902.4315,2009AJ....137.4313J,10.1088/0004-6256/137/5/4313,{'lris': 2}
Tests of the Planetary Hypothesis for PTFO 8-8695b,Yu L. | Winn J. | Gillon M. | et. al.,ApJ 812 48,2015 10,2015,arXiv:1509.02176,2015ApJ...812...48Y,10.1088/0004-637X/812/1/48,{}
Determination of robust metallicities for metal-rich red giant branch stars. An application to the globular cluster NGC 6528,Liu C. | Ruchti G. | Feltzing S.,A&A 601 A31,2017 05,2017,arXiv:1701.06132,2017A&A...601A..31L,10.1051/0004-6361/201628967,{}
HD 147506b: A Supermassive Planet in an Eccentric Orbit Transiting a Bright Star,Bakos G. | Kovács G. | Torres G. | et. al.,ApJ 670 826,2007 11,2007,arXiv:0705.0126,2007ApJ...670..826B,10.1086/521866,{}
The buried Balmer-edge signatures from quasars,Kishimoto M. | Antonucci R. | Boisson C.,MNRAS 354 1065,2004 11,2004,arXiv:astro-ph/0408105,2004MNRAS.354.1065K,10.1111/j.1365-2966.2004.08268.x,{'lris': 1}
The AU Microscopii Debris Disk: Multiwavelength Imaging and Modeling,Fitzgerald M. | Kalas P. | Duchêne G. | et. al.,ApJ 670 536,2007 11,2007,arXiv:0705.4196,2007ApJ...670..536F,10.1086/521344,{'nirc': 2}
"Four GRB supernovae at redshifts between 0.4 and 0.8. The bursts GRB 071112C, 111228A, 120714B, and 130831A",Klose S. | Schmidl S. | Kann D. | et. al.,A&A 622 A138,2019 02,2019,arXiv:1808.02710,2019A&A...622A.138K,10.1051/0004-6361/201832728,"{'lris': 2, 'mosfire': 2}"
The kinematic identification of a thick stellar disc in M31,Collins M. | Chapman S. | Ibata R. | et. al.,MNRAS 413 1548,2011 05,2011,arXiv:1010.5276,2011MNRAS.413.1548C,10.1111/j.1365-2966.2011.18238.x,{'deimos': 11}
Keck Laser Guide Star Adaptive Optics Monitoring of the M8+L7 Binary LHS 2397aAB: First Dynamical Mass Benchmark at the L/T Transition,Dupuy T. | Liu M. | Ireland M.,ApJ 699 168,2009 07,2009,arXiv:0904.2573,2009ApJ...699..168D,10.1088/0004-637X/699/1/168,{'nirc': 9}
Possible Signs of Water and Differentiation in a Rocky Exoplanetary Body,Farihi J. | Brinkworth C. | Gänsicke B. | et. al.,ApJL 728 L8,2011 02,2011,arXiv:1101.0158,2011ApJ...728L...8F,10.1088/2041-8205/728/1/L8,{}
"Kepler-424 b: A ""Lonely"" Hot Jupiter that Found a Companion",Endl M. | Caldwell D. | Barclay T. | et. al.,ApJ 795 151,2014 11,2014,arXiv:1409.8156,2014ApJ...795..151E,10.1088/0004-637X/795/2/151,{}
"Keck spectroscopic survey of strongly lensed galaxies in Abell 1703: further evidence of a relaxed, unimodal cluster",Richard J. | Pei L. | Limousin M. | et. al.,A&A 498 37,2009 04,2009,arXiv:0901.0427,2009A&A...498...37R,10.1051/0004-6361/200811366,{'lris': 16}
A galaxy populations study of a radio-selected protocluster at z ~ 3.1,Kuiper E. | Hatch N. | Röttgering H. | et. al.,MNRAS 405 969,2010 06,2010,arXiv:1002.4198,2010MNRAS.405..969K,10.1111/j.1365-2966.2010.16537.x,{'lris': 1}
Mass along the Line of Sight to the Gravitational Lens B1608+656: Galaxy Groups and Implications for H<SUB>0</SUB>,Fassnacht C. | Gal R. | Lubin L. | et. al.,ApJ 642 30,2006 05,2006,arXiv:astro-ph/0510728,2006ApJ...642...30F,10.1086/500927,"{'lris': 1, 'esi': 2}"
Disks in the Arches Cluster—Survival in a Starburst Environment,Stolte A. | Morris M. | Ghez A. | et. al.,ApJ 718 810,2010 08,2010,arXiv:1006.1004,2010ApJ...718..810S,10.1088/0004-637X/718/2/810,{'nirc': 30}
Infrared Spectroscopic Observations of the Secondary Stars of Short-period Sub-gap Cataclysmic Variables,Hamilton R. | Harrison T. | Tappert C.,ApJ 728 16,2011 02,2011,arXiv:1012.1368,2011ApJ...728...16H,10.1088/0004-637X/728/1/16,{'nirspec': 8}
The International Deep Planet Survey. II. The frequency of directly imaged giant exoplanets with stellar mass,Galicher R. | Marois C. | Macintosh B. | et. al.,A&A 594 A63,2016 10,2016,arXiv:1607.08239,2016A&A...594A..63G,10.1051/0004-6361/201527828,{'nirc': 17}
Normal and Outlying Populations of the Milky Way Stellar Halo at [Fe/H] &lt;-2,Cohen J. | Christlieb N. | Thompson I. | et. al.,ApJ 778 56,2013 11,2013,arXiv:1310.1527,2013ApJ...778...56C,10.1088/0004-637X/778/1/56,{}
A Direct Precision Measurement of the Intergalactic Lyα Opacity at 2 &lt;= z &lt;= 4.2,Faucher-Giguère C. | Prochaska J. | Lidz A. | et. al.,ApJ 681 831,2008 07,2008,arXiv:0709.2382,2008ApJ...681..831F,10.1086/588648,{'esi': 28}
The Progenitor of Supernova 2011dh/PTF11eon in Messier 51,Van Dyk S. | Li W. | Cenko S. | et. al.,ApJL 741 L28,2011 11,2011,arXiv:1106.2897,2011ApJ...741L..28V,10.1088/2041-8205/741/2/L28,{'nirc': 3}
High-Velocity Interstellar Bullets in IRAS 05506+2414: A Very Young Protostar,Sahai R. | Claussen M. | Sánchez Contreras C. | et. al.,ApJ 680 483,2008 06,2008,arXiv:0802.1204,2008ApJ...680..483S,10.1086/587638,{'esi': 3}
"A Keck/DEIMOS spectroscopic survey of the faint M31 satellites AndIX, AndXI, AndXII and AndXIII†",Collins M. | Chapman S. | Irwin M. | et. al.,MNRAS 407 2411,2010 10,2010,arXiv:0911.1365,2010MNRAS.407.2411C,10.1111/j.1365-2966.2010.17069.x,{'deimos': 14}
Confirmation of a Steep Luminosity Function for Lyα Emitters at z = 5.7: a Major Component of Reionization,Dressler A. | Henry A. | Martin C. | et. al.,ApJ 806 19,2015 06,2015,arXiv:1412.0655,2015ApJ...806...19D,10.1088/0004-637X/806/1/19,{'deimos': 8}
Strong lensing in Abell 1703: constraints on the slope of the inner dark matter distribution,Limousin M. | Richard J. | Kneib J. | et. al.,A&A 489 23,2008 10,2008,arXiv:0802.4292,2008A&A...489...23L,10.1051/0004-6361:200809646,{'lris': 2}
SCExAO and GPI Y JHBand Photometry and Integral Field Spectroscopy of the Young Brown Dwarf Companion to HD 1160,Garcia E. | Currie T. | Guyon O. | et. al.,ApJ 834 162,2017 01,2017,arXiv:1610.05786,2017ApJ...834..162G,10.3847/1538-4357/834/2/162,"{'nirc': 4, 'osiris': 1}"
Ground-based Detection of Deuterated Water in Comet C/2014 Q2 (Lovejoy) at IR Wavelengths,Paganini L. | Mumma M. | Gibb E.,ApJL 836 L25,2017 02,2017,,2017ApJ...836L..25P,10.3847/2041-8213/aa5cb3,{'nirspec': 6}
The Kinematics of Intermediate-Redshift Mg II Absorbers,Churchill C. | Vogt S.,AJ 122 679,2001 08,2001,arXiv:astro-ph/0106006,2001AJ....122..679C,10.1086/321174,{}
On the nature of the spectrum veiling for classical T Tauri stars in the near infrared,Dodin A. | Lamzin S.,AstL 39 389,2013 06,2013,arXiv:1302.5357,2013AstL...39..389D,10.1134/S1063773713060042,{}
The Keck Interferometer Nuller,Serabyn E. | Mennesson B. | Colavita M. | et. al.,ApJ 748 55,2012 03,2012,,2012ApJ...748...55S,10.1088/0004-637X/748/1/55,{}
Small-Scale Structure at High Redshift. II. Physical Properties of the C IV Absorbing Clouds,Rauch M. | Sargent W. | Barlow T.,ApJ 554 823,2001 06,2001,arXiv:astro-ph/0104216,2001ApJ...554..823R,10.1086/321402,{}
The Age of the HD 15407 System and The Epoch of Final Catastrophic Mass Accretion onto Terrestrial Planets Around Sun-like Stars,Melis C. | Zuckerman B. | Rhee J.,ApJL 717 L57,2010 07,2010,arXiv:1005.2451,2010ApJ...717L..57M,10.1088/2041-8205/717/1/L57,{}
A direct localization of a fast radio burst and its host,Chatterjee S. | Law C. | Wharton R. | et. al.,Natur 541 58,2017 01,2017,arXiv:1701.01098,2017Natur.541...58C,10.1038/nature20797,{}
Portrait of a Dark Horse: a Photometric and Spectroscopic Study of the Ultra-faint Milky Way Satellite Pegasus III,Kim D. | Jerjen H. | Geha M. | et. al.,ApJ 833 16,2016 12,2016,arXiv:1608.04934,2016ApJ...833...16K,10.3847/0004-637X/833/1/16,{'deimos': 7}
Origins of ultradiffuse galaxies in the Coma cluster - I. Constraints from velocity phase space,Alabi A. | Ferré-Mateu A. | Romanowsky A. | et. al.,MNRAS 479 3308,2018 09,2018,arXiv:1801.09686,2018MNRAS.479.3308A,10.1093/mnras/sty1616,{'deimos': 8}
HAT-P-30b: A Transiting Hot Jupiter on a Highly Oblique Orbit,Johnson J. | Winn J. | Bakos G. | et. al.,ApJ 735 24,2011 07,2011,arXiv:1103.3825,2011ApJ...735...24J,10.1088/0004-637X/735/1/24,{}
Discovery of Multiply Imaged Galaxies behind the Cluster and Lensed Quasar SDSS J1004+4112,Sharon K. | Ofek E. | Smith G. | et. al.,ApJL 629 L73,2005 08,2005,arXiv:astro-ph/0507360,2005ApJ...629L..73S,10.1086/452633,{}
The DEEP2 Redshift Survey: Lyα Emitters in the Spectroscopic Database,Sawicki M. | Lemaux B. | Guhathakurta P. | et. al.,ApJ 687 884,2008 11,2008,arXiv:0807.1890,2008ApJ...687..884S,10.1086/591779,{'deimos': 9}
Beryllium and Iron Abundances of the Solar Twins 16 Cygni A and B,Deliyannis C. | Cunha K. | King J.,AJ 119 2437,2000 05,2000,,2000AJ....119.2437D,10.1086/301327,{}
The HAT-P-13 Exoplanetary System: Evidence for Spin-Orbit Alignment and a Third Companion,Winn J. | Johnson J. | Howard A. | et. al.,ApJ 718 575,2010 07,2010,arXiv:1003.4512,2010ApJ...718..575W,10.1088/0004-637X/718/1/575,{}
Discovery of a Strongly Lensed Massive Quiescent Galaxy at z = 2.636: Spatially Resolved Spectroscopy and Indications of Rotation,Newman A. | Belli S. | Ellis R.,ApJL 813 L7,2015 11,2015,arXiv:1509.04345,2015ApJ...813L...7N,10.1088/2041-8205/813/1/L7,{'mosfire': 8}
The Mass Ratio and the Disk Image of the X-Ray Nova GS 2000+25,Harlaftis E. | Horne K. | Filippenko A.,PASP 108 762,1996 09,1996,,1996PASP..108..762H,10.1086/133799,{'lris': 3}
A multi-wavelength study of the IRAS Deep Survey galaxy sample. I. Optical observations. The redshift distribution,Della Valle A. | Mazzei P. | Bettoni D. | et. al.,A&A 454 453,2006 08,2006,,2006A&A...454..453D,10.1051/0004-6361:20064860,{'esi': 17}
The Altitude of an Infrared-bright Cloud Feature on Neptune from Near-Infrared Spectroscopy,Roe H. | Graham J. | McLean I. | et. al.,AJ 122 1023,2001 08,2001,arXiv:astro-ph/0107361,2001AJ....122.1023R,10.1086/321157,{'nirspec': 3}
A dust-parallax distance of 19 megaparsecs to the supermassive black hole in NGC 4151,Hönig S. | Watson D. | Kishimoto M.,Natur 515 528,2014 11,2014,arXiv:1411.7032,2014Natur.515..528H,10.1038/nature13914,{}
First Spectropolarimetric Measurement of a Brown Dwarf Magnetic Field in Molecular Bands,Kuzmychov O. | Berdyugina S. | Harrington D.,ApJ 847 60,2017 09,2017,arXiv:1705.01590,2017ApJ...847...60K,10.3847/1538-4357/aa705a,{}
"Models of the η Corvi Debris Disk from the Keck Interferometer, Spitzer, and Herschel",Lebreton J. | Beichman C. | Bryden G. | et. al.,ApJ 817 165,2016 02,2016,arXiv:1511.05207,2016ApJ...817..165L,10.3847/0004-637X/817/2/165,{'nirspec': 1}
Studying the [O III]λ5007 Å emission-line width in a sample of ̃ 80 local active galaxies: a surrogate for σ,Bennert V. | Loveland D. | Donohue E. | et. al.,MNRAS 481 138,2018 11,2018,arXiv:1808.04821,2018MNRAS.481..138B,10.1093/mnras/sty2236,{}
H<SUB>2</SUB>O and OH Gas in the Terrestrial Planet-forming Zones of Protoplanetary Disks,Salyk C. | Pontoppidan K. | Blake G. | et. al.,ApJL 676 L49,2008 03,2008,arXiv:0802.0037,2008ApJ...676L..49S,10.1086/586894,{'nirspec': 12}
"X-Ray Temperatures, Luminosities, and Masses from XMM-Newton Follow-upof the First Shear-selected Galaxy Cluster Sample",Deshpande A. | Hughes J. | Wittman D.,ApJ 839 124,2017 04,2017,arXiv:1703.04023,2017ApJ...839..124D,10.3847/1538-4357/aa661c,{}
Detection of Water Ice on Nereid,Brown M. | Koresko C. | Blake G.,ApJL 508 L175,1998 12,1998,,1998ApJ...508L.175B,10.1086/311741,{}
The impact crater at the origin of the Julia family detected with VLT/SPHERE?,Vernazza P. | Brož M. | Drouard A. | et. al.,A&A 618 A154,2018 10,2018,,2018A&A...618A.154V,10.1051/0004-6361/201833477,{'nirc': 1}
Not Dead Yet: Cool Circumgalactic Gas in the Halos of Early-type Galaxies,Thom C. | Tumlinson J. | Werk J. | et. al.,ApJL 758 L41,2012 10,2012,arXiv:1209.5442,2012ApJ...758L..41T,10.1088/2041-8205/758/2/L41,{}
Analysis of a custom support vector machine for photometric redshift estimation and the inclusion of galaxy shape information,Jones E. | Singal J.,A&A 600 A113,2017 04,2017,arXiv:1607.00044,2017A&A...600A.113J,10.1051/0004-6361/201629558,{'deimos': 1}
The Stellar Obliquity and the Long-period Planet in the HAT-P-17 Exoplanetary System,Fulton B. | Howard A. | Winn J. | et. al.,ApJ 772 80,2013 08,2013,arXiv:1301.6289,2013ApJ...772...80F,10.1088/0004-637X/772/2/80,{'nirc': 4}
High-Resolution Spectra of Distant Compact Narrow Emission Line Galaxies: Progenitors of Spheroidal Galaxies?,Koo D. | Guzman R. | Faber S. | et. al.,ApJL 440 L49,1995 02,1995,,1995ApJ...440L..49K,10.1086/187758,{}
An Obscured Radio Galaxy at High Redshift,Reuland M. | van Breugel W. | Röttgering H. | et. al.,ApJL 582 L71,2003 01,2003,arXiv:astro-ph/0302432,2003ApJ...582L..71R,10.1086/367689,"{'nirc': 3, 'lris': 2}"
